name,designation,full_name,spkid,epoch,x_km,y_km,z_km,vx_km_s,vy_km_s,vz_km_s,gm_km3_s2,mass_kg,diameter_km,radius_km,H,neo,pha,orbit_class
Fujita,5352,  5352 Fujita (1989 YN),20005352,2026-09-08 12:00:00,74893581.46564005,266136102.4775324,116558684.9899651,-21.62760590703225,6.458352069597852,0.9676393902068319,,,4.204,2.102,13.21,N,N,MBA
Baillie,5353,  5353 Baillie (1989 YT),20005353,2026-09-08 12:00:00,256473048.3663967,142576618.4056802,60484540.64294213,-7.873832160530572,19.3847493548098,10.04918117463462,,,,,13.84,N,N,MBA
Hisayo,5354,  5354 Hisayo (1990 BJ2),20005354,2026-09-08 12:00:00,184860821.1246073,-407694200.4942353,-161452935.0031746,15.77470945730501,5.555390478348061,0.979488130398461,,,15.61,7.805,12.14,N,N,MBA
Akihiro,5355,  5355 Akihiro (1991 CA),20005355,2026-09-08 12:00:00,-257841482.1479095,-119489445.6083061,-50821370.18041254,10.34683880358002,-19.14707661934198,-7.982040493802582,,,5.75,2.875,13.21,N,N,MBA
Neagari,5356,  5356 Neagari (1991 FF1),20005356,2026-09-08 12:00:00,284461297.6195303,-303772845.4497585,-58508873.79877588,10.86941810926299,13.08390273569215,1.790203361881798,,,9.915,4.9575,12.53,N,N,MBA
Sekiguchi,5357,  5357 Sekiguchi (1992 EL),20005357,2026-09-08 12:00:00,318943665.8643779,195399057.6608168,154360379.2544636,-11.94782530292016,13.61112664696483,5.468484588131603,,,13.948,6.974,11.82,N,N,MBA
Meineko,5358,  5358 Meineko (1992 QH),20005358,2026-09-08 12:00:00,376079506.4613186,-11711703.33756986,28780649.83138797,-3.216005349090838,16.44182815866353,10.58935018736996,,,13.749,6.8745,11.76,N,N,MBA
Markzakharov,5359,  5359 Markzakharov (1974 QX1),20005359,2026-09-08 12:00:00,-415757494.7359482,-53855329.62958419,-12759904.61249765,1.56131555837914,-14.45897158738963,-6.524612404855276,,,4.36,2.18,14.11,N,N,MBA
Rozhdestvenskij,5360,  5360 Rozhdestvenskij (1975 VD9),20005360,2026-09-08 12:00:00,323619923.4401259,-232041336.0195413,-276938637.6982505,12.03843649919489,9.037695469703026,6.899088520014232,,,28.062,14.031,12.02,N,N,OMB
Goncharov,5361,  5361 Goncharov (1976 YC2),20005361,2026-09-08 12:00:00,133631353.9809308,440444862.59672,181464233.0635925,-15.39751322244779,2.205285284037791,3.129908922887307,,,23.522,11.761,11.85,N,N,MBA
Johnyoung,5362,  5362 Johnyoung (1978 CH),20005362,2026-09-08 12:00:00,257014356.1586781,401967030.2116827,118137265.1189981,-14.09865418858654,7.944974021945819,3.851496421867826,,,21.882,10.941,11.97,N,N,OMB
Kupka,5363,  5363 Kupka (1979 UQ),20005363,2026-09-08 12:00:00,258992005.986231,84030268.83970036,46585107.34421299,-8.257657602624493,20.73172793885343,8.088609519576433,,,,,13.47,N,N,MBA
Christophschafer,5364,  5364 Christophschafer (1980 RC1),20005364,2026-09-08 12:00:00,149461549.5474385,-263838180.0805037,-108919728.2307202,17.23152223703426,11.43051826987505,6.105630306878727,,,12.248,6.124,13.43,N,N,MBA
Fievez,5365,  5365 Fievez (1981 EN1),20005365,2026-09-08 12:00:00,30674352.41721546,331478423.6177425,144589990.0586388,-18.09737573270601,1.049906392435361,1.006463188157118,,,2.829,1.4145,14.55,N,N,MBA
Rhianjones,5366,  5366 Rhianjones (1981 EY30),20005366,2026-09-08 12:00:00,186951151.1209949,238262111.1603459,79980034.41386548,-14.18810283645534,14.70062404900755,5.650697053754294,,,4.235,2.1175,14.11,N,N,MBA
Sollenberger,5367,  5367 Sollenberger (1982 TT),20005367,2026-09-08 12:00:00,-387989913.8936093,265901046.4216726,22392896.60562161,-10.43209411185918,-11.22352509660703,-6.064155437096312,,,13.239,6.6195,12.27,N,N,MBA
Vitagliano,5368,  5368 Vitagliano (1984 SW5),20005368,2026-09-08 12:00:00,-240064228.711506,467126454.8746272,157553520.0166523,-14.3300147305911,-7.239123730939071,-1.71223167349644,,,34.807,17.4035,11.13,N,N,OMB
Virgiugum,5369,  5369 Virgiugum (1985 SE1),20005369,2026-09-08 12:00:00,196593665.7766981,196652170.2482035,63999849.27827106,-13.79453170303882,17.46503432765366,6.288671906538259,,,4.496,2.248,13.97,N,N,MBA
Taranis,5370,  5370 Taranis (1986 RA),20005370,2026-09-08 12:00:00,-778863369.4563973,191798811.4466116,24079203.64989822,-0.300160491183726,-7.926782492494299,-0.5860311937412943,,,3.6,1.8,15.23,Y,N,AMO
Albertoaccomazzi,5371,  5371 Albertoaccomazzi (1987 VG1),20005371,2026-09-08 12:00:00,425717106.6715484,9921287.061442502,80980507.25439332,-0.9202415082034223,16.91488302866591,6.718740493922852,,,18.235,9.1175,12.57,N,N,MBA
Bikki,5372,  5372 Bikki (1987 WS),20005372,2026-09-08 12:00:00,-158013873.5445487,373902876.751799,275273204.4465278,-15.16307355093064,-4.387633806719223,-1.775129010613717,,,9.694,4.847,12.30,N,N,MBA
Michaelkurtz,5373,  5373 Michaelkurtz (1988 VV3),20005373,2026-09-08 12:00:00,293231062.3921522,-187177963.1181024,-95263441.90562598,11.03310481472686,15.24957625632352,6.879611893288617,,,,,13.31,N,N,MBA
Hokutosei,5374,  5374 Hokutosei (1989 AM1),20005374,2026-09-08 12:00:00,512482657.1726025,-57544680.11606324,78312324.50202906,0.63653107081133,13.08444588254671,7.579410291649559,,,38.657,19.3285,11.51,N,N,MBA
Siedentopf,5375,  5375 Siedentopf (1989 AN6),20005375,2026-09-08 12:00:00,402224449.7235042,70977932.61818302,12124644.89458764,-1.488530423365584,17.56471888431757,7.687711812955398,,,,,13.51,N,N,MBA
Maruthiakella,5376,  5376 Maruthiakella (1990 DD),20005376,2026-09-08 12:00:00,260396356.7306782,118446982.972789,113553411.7010362,-13.43622135485144,15.29962635929035,8.860469823803747,,,8.943,4.4715,13.45,N,N,MBA
Komori,5377,  5377 Komori (1991 FM),20005377,2026-09-08 12:00:00,-302467360.7327827,50320436.34465463,17975138.42499553,-3.587599568334781,-18.90320997508432,-9.3959609884704,,,3.871,1.9355,13.82,N,N,MBA
Ellyett,5378,  5378 Ellyett (1991 GD),20005378,2026-09-08 12:00:00,-115774776.0437385,-263196165.1979298,-117549647.5562559,17.14443379516579,-9.810292225855335,2.84744271235271,,,2.957,1.4785,13.77,N,N,IMB
Abehiroshi,5379,  5379 Abehiroshi (1991 HG),20005379,2026-09-08 12:00:00,242834103.0218866,261475425.3606345,120881766.5657358,-13.71663542288068,10.50904385178527,5.829977022160161,,,6.254,3.127,12.97,N,N,MBA
Sprigg,5380,  5380 Sprigg (1991 JT),20005380,2026-09-08 12:00:00,285996486.6622473,331068781.1705499,158134628.4423957,-11.24722736647968,9.796420876541333,1.664272030881363,,,6.606,3.303,13.24,N,N,MBA
Sekhmet,5381,  5381 Sekhmet (1991 JY),20005381,2026-09-08 12:00:00,38702008.45988494,-73585532.24736865,-158223240.6388385,16.28454401179524,16.97695373052444,0.2157296574009498,,,0.935,0.4675,16.75,Y,N,ATE
McKay,5382,  5382 McKay (1991 JR2),20005382,2026-09-08 12:00:00,380524142.9054524,-181105894.0802625,-51401524.83898161,8.204780088015124,14.65913085456597,2.466728026703818,,,10.281,5.1405,12.66,N,N,MBA
Leavitt,5383,  5383 Leavitt (4293 T-2),20005383,2026-09-08 12:00:00,381957856.67972,-60178756.90547085,-49747839.31170628,3.280921167281926,17.49315152555572,7.33429897190446,,,7.456,3.728,13.31,N,N,MBA
Changjiangcun,5384,  5384 Changjiangcun (1957 VA),20005384,2026-09-08 12:00:00,-21744893.50616698,-233572317.8994311,-199813380.7158921,18.68458131630862,2.211518328845184,-7.17828249708009,,,8.242,4.121,14.25,N,N,IMB
Kamenka,5385,  5385 Kamenka (1975 TS3),20005385,2026-09-08 12:00:00,31781226.75698968,404770116.3641435,237394624.5993377,-15.9545298255758,3.29023009978342,4.05966577889579,,,16.768,8.384,12.42,N,N,MBA
Bajaja,5386,  5386 Bajaja (1975 TH6),20005386,2026-09-08 12:00:00,182563454.3101259,295752193.449917,94282230.21077882,-14.39213824745734,9.381330189267228,6.657042623837768,,,6.598,3.299,13.25,N,N,MBA
Casleo,5387,  5387 Casleo (1980 NB),20005387,2026-09-08 12:00:00,301274350.1859846,-126318678.2488746,-44704808.46503777,11.2283415567874,16.29669168089374,7.07855298239861,,,5.488,2.744,13.53,N,N,MBA
Mottola,5388,  5388 Mottola (1981 ED1),20005388,2026-09-08 12:00:00,19448770.39682285,-366324063.532209,-266014785.5862717,15.91840141026497,1.448826055330068,1.100377836441601,,,,,13.84,N,N,MBA
Choikaiyau,5389,  5389 Choikaiyau (1981 UB10),20005389,2026-09-08 12:00:00,-255061173.2942168,241498192.1318934,164100933.0970207,-14.535597618479,-9.343446578714744,-3.494947311834756,,,4.482,2.241,13.49,N,N,MBA
Huichiming,5390,  5390 Huichiming (1981 YO1),20005390,2026-09-08 12:00:00,4093436.559108493,-275855156.1045692,-132927416.0715975,18.53127311673655,4.804945483297745,-6.735071371081394,,,3.446,1.723,13.61,N,N,IMB
Emmons,5391,  5391 Emmons (1985 RE2),20005391,2026-09-08 12:00:00,265340376.180571,84806061.21829557,46129723.52339112,-3.885880669630884,20.78605129206029,9.94393857125773,,,5.578,2.789,13.62,N,N,MBA
Parker,5392,  5392 Parker (1986 AK),20005392,2026-09-08 12:00:00,19833167.74605798,-303286592.4809141,-229681405.2455899,16.32805768959689,-0.9153751506390162,-7.298312913720907,,,7.053,3.5265,12.93,N,N,MCA
Goldstein,5393,  5393 Goldstein (1986 ET),20005393,2026-09-08 12:00:00,100431134.318975,-332578600.5490465,-179384733.6418144,16.9609061896194,3.023312718117915,1.99958500543598,,,,,13.89,N,N,MBA
Jurgens,5394,  5394 Jurgens (1986 EZ1),20005394,2026-09-08 12:00:00,-319540765.4456984,-62294485.41144516,-37546023.41379615,1.562306381156263,-19.04783536425174,-8.493883833914316,,,4.902,2.451,13.82,N,N,MBA
Shosasaki,5395,  5395 Shosasaki (1988 RK11),20005395,2026-09-08 12:00:00,-439617088.948943,66062626.5007397,30912081.82399167,-5.75719547050427,-14.01804879062613,-4.04014910883068,,,,,15.23,N,N,MBA
Kathleenhowell,5396,  5396 Kathleenhowell (1988 SH1),20005396,2026-09-08 12:00:00,-77910492.65544643,282671807.6068436,95555278.93926401,-21.80445790072421,-3.040775392865577,-1.847573825510079,,,,,13.85,N,N,MBA
Vojislava,5397,  5397 Vojislava (1988 VB5),20005397,2026-09-08 12:00:00,-444430997.0647801,38264114.61610845,-52164198.96545878,-0.8828818738584113,-15.00825876792247,-3.772522477846083,,,11.455,5.7275,12.81,N,N,MBA
Jennifergannon,5398,  5398 Jennifergannon (1989 AK1),20005398,2026-09-08 12:00:00,-435521829.0934611,-81615915.8150096,-112834139.5717696,4.334857190486876,-14.51478864948973,-7.488865177399803,,,10.471,5.2355,12.57,N,N,MBA
Awa,5399,  5399 Awa (1989 BT),20005399,2026-09-08 12:00:00,-249549704.7447295,239845492.2029932,86407697.3556438,-16.32957524540999,-11.12117379296075,-5.99984632320332,,,17.41,8.705,12.69,N,N,MBA
Anniewalker,5400,  5400 Anniewalker (1989 CM),20005400,2026-09-08 12:00:00,-106134122.2754313,362431034.6676094,161387087.7010194,-18.68524053471744,-2.668696019525642,-1.097944618993539,,,10.623,5.3115,13.55,N,N,MBA
Minamioda,5401,  5401 Minamioda (1989 EV),20005401,2026-09-08 12:00:00,-439104256.7183411,-39709037.69441777,42209985.54482327,-1.895361917102275,-14.51669369245483,-8.220888849704945,,,9.56,4.78,12.33,N,N,MBA
Kejosmith,5402,  5402 Kejosmith (1989 UK2),20005402,2026-09-08 12:00:00,-189386511.5247636,-250502563.3949481,-111739769.7336077,16.09576973725368,-10.1617084325237,1.5568959498034,,,4.191,2.0955,13.63,N,N,MBA
Takachiho,5403,  5403 Takachiho (1990 DM),20005403,2026-09-08 12:00:00,-305922874.9900481,264156430.6053597,132844880.0503438,-11.9640461230566,-13.44491671404372,-2.392497785533903,,,15.291,7.6455,11.92,N,N,MBA
Uemura,5404,  5404 Uemura (1991 EE1),20005404,2026-09-08 12:00:00,314274922.089873,-11751104.10432333,-23845656.70014085,1.804109155472724,17.72668631789525,11.41912993817015,,,5.664,2.832,13.04,N,N,MBA
Neverland,5405,  5405 Neverland (1991 GY),20005405,2026-09-08 12:00:00,78290294.70842956,-247922077.932776,-168117076.193352,22.58034623092986,3.860098818544874,1.30508466831429,,,,,12.66,N,N,MBA
Jonjoseph,5406,  5406 Jonjoseph (1991 PH11),20005406,2026-09-08 12:00:00,434417057.9249082,13845366.71727313,45625738.80906677,0.1598619064293214,15.56988733538853,5.656374143283042,,,16.857,8.4285,12.57,N,N,MBA
,5407,  5407 (1992 AX),20005407,2026-09-08 12:00:00,522137.1765819908,302280270.7995916,98583848.56878082,-17.92569137559581,-5.051391546240693,1.702963662784083,,,2.823,1.4115,14.40,N,N,MCA
The,5408,  5408 The (1232 T-1),20005408,2026-09-08 12:00:00,234130620.3697441,-257963481.1846441,-84871284.17507203,15.53881429722575,9.591274375550231,3.989775269412395,,,4.233,2.1165,13.84,N,N,MBA
Saale,5409,  5409 Saale (1962 SR),20005409,2026-09-08 12:00:00,32877314.49917329,349911742.7596753,174241327.0456793,-17.59248966931565,5.121849732901712,-0.4370780492160751,,,6.765,3.3825,13.13,N,N,MBA
Spivakov,5410,  5410 Spivakov (1967 DA),20005410,2026-09-08 12:00:00,203316501.7385581,-497476705.83776,-193755248.2013677,12.49438182347876,3.846643563327601,0.837747244026511,,,9.606,4.803,13.68,N,N,MBA
Liia,5411,  5411 Liia (1973 AT3),20005411,2026-09-08 12:00:00,-21020645.69675862,405160442.8567214,210464185.3500519,-16.94293851411388,-0.8433089568163716,-1.707776059897638,,,19.288,9.644,12.42,N,N,MBA
Rou,5412,  5412 Rou (1973 SR3),20005412,2026-09-08 12:00:00,88256598.63652301,-268681422.8981964,-130448978.2679551,20.36266062617082,8.06560069539227,3.442319604360213,,,4.883,2.4415,14.11,N,N,MBA
Smyslov,5413,  5413 Smyslov (1977 EC2),20005413,2026-09-08 12:00:00,-59745817.26991335,407474113.8289354,179675902.5549062,-16.94101050785509,-4.306258252848131,-1.803824461412511,,,17.572,8.786,12.29,N,N,MBA
Sokolov,5414,  5414 Sokolov (1977 RW6),20005414,2026-09-08 12:00:00,396003557.8837968,17832793.25076145,2075371.744334054,-0.5622036402795423,17.18409214041829,8.154787611581783,,,7.643,3.8215,12.99,N,N,MBA
Lyanzuridi,5415,  5415 Lyanzuridi (1978 TB2),20005415,2026-09-08 12:00:00,320116279.8472241,27819631.2712402,15062895.52851629,-4.3588613317496,19.26603368973393,6.651840436897444,,,4.576,2.288,13.75,N,N,MBA
Estremadoyro,5416,  5416 Estremadoyro (1978 VE5),20005416,2026-09-08 12:00:00,-464602397.404811,148373286.3343894,145196932.9853704,-6.527630078552835,-11.65490654213011,-4.899997537494948,,,19.006,9.503,12.97,N,N,MBA
Solovaya,5417,  5417 Solovaya (1981 QT),20005417,2026-09-08 12:00:00,187753815.2571432,-252623415.3276442,-107768681.7991243,15.13978152325165,12.25005682651356,5.849449360884523,,,,,13.65,N,N,MBA
Joyce,5418,  5418 Joyce (1981 QG1),20005418,2026-09-08 12:00:00,26531738.94701713,-538376395.0626848,-58023134.92671821,13.33517597743749,3.798498643330049,0.03636477673613787,,,14.441,7.2205,13.11,N,N,MBA
Benua,5419,  5419 Benua (1981 SW7),20005419,2026-09-08 12:00:00,-283721033.7686365,381702395.299958,159007995.2949058,-14.0773442273861,-5.458823467005267,-3.904370078697947,,,13.907,6.9535,13.04,N,N,MBA
Jancis,5420,  5420 Jancis (1982 JR1),20005420,2026-09-08 12:00:00,1050394.053023238,-324874561.9354434,-146122921.7228267,19.71271926633782,5.1555551314882,-0.96950845408166,,,12.35,6.175,13.87,N,N,MBA
Ulanova,5421,  5421 Ulanova (1982 TD2),20005421,2026-09-08 12:00:00,270218451.0045952,83337262.88456857,52800918.61449492,-7.013081030630806,20.21381633075361,8.36493026841208,,,4.249,2.1245,13.73,N,N,MBA
Hodgkin,5422,  5422 Hodgkin (1982 YL1),20005422,2026-09-08 12:00:00,-194079129.377731,-440286590.2429073,-230116517.7881361,13.72949348845291,-2.450934558827422,-2.340883607026494,,,16.336,8.168,12.83,N,N,MBA
Horahorejs,5423,  5423 Horahorejs (1983 DC),20005423,2026-09-08 12:00:00,52273924.86043008,272043099.6255366,133326240.5296089,-22.01214500522996,1.842553272070751,0.47174667546292,,,8.883,4.4415,14.18,N,N,MBA
Covington,5424,  5424 Covington (1983 TN1),20005424,2026-09-08 12:00:00,235148025.4015676,-219365029.3532038,-75203888.93518715,13.51828717725197,13.70315373883923,6.153630076842315,,,4.439,2.2195,13.31,N,N,MBA
Vojtech,5425,  5425 Vojtech (1984 SA1),20005425,2026-09-08 12:00:00,282732432.2303642,-155859538.5767923,-86125311.5627321,9.246432794803647,16.17859885805553,9.304045824235086,,,7.052,3.526,13.23,N,N,MBA
Sharp,5426,  5426 Sharp (1985 DD),20005426,2026-09-08 12:00:00,-149567472.1418949,-237778844.1923842,-34993540.78324465,15.07558652023078,-10.6453469804543,-12.08167327249993,,,2.033,1.0165,14.12,N,N,IMB
Jensmartin,5427,  5427 Jensmartin (1986 JQ),20005427,2026-09-08 12:00:00,-117065729.8066735,-241094932.4000277,-58875099.18911871,20.29357029770425,-9.350564537483308,3.449448821340967,,,3.158,1.579,13.68,N,N,IMB
,5428,  5428 (1987 RA1),20005428,2026-09-08 12:00:00,164242459.2981021,-353338595.7804791,-150142540.5757841,16.76459430345707,6.401157598273608,3.071523424929612,,,,,12.83,N,N,MBA
,5429,  5429 (1988 BZ1),20005429,2026-09-08 12:00:00,471611613.6502818,117895441.3057925,49616645.47202033,-6.715476071913276,13.68385185164542,5.709816794207266,,,13.917,6.9585,13.11,N,N,MBA
Luu,5430,  5430 Luu (1988 JA1),20005430,2026-09-08 12:00:00,101009101.5756101,417388260.9729103,35548770.98727535,-14.2233898704566,2.306167361082662,5.625283986457736,,,6.659,3.3295,12.88,N,N,MBA
Maxinehelin,5431,  5431 Maxinehelin (1988 MB),20005431,2026-09-08 12:00:00,-260511598.8632408,-224067636.4470049,-257220618.5560265,11.76109625047197,-9.995696671864724,-0.4016609175766878,,,6.198,3.099,12.97,N,N,MBA
Imakiire,5432,  5432 Imakiire (1988 VN),20005432,2026-09-08 12:00:00,335818714.3391834,93428231.5419602,19762237.61829995,-6.371340188392561,17.77539053271073,7.987157175739179,,,5.957,2.9785,13.40,N,N,MBA
Kairen,5433,  5433 Kairen (1988 VZ2),20005433,2026-09-08 12:00:00,-387721563.0851095,-127993132.8237436,-113265541.37002,3.244943248331103,-15.16948107171228,-6.081632199554496,,,8.513,4.2565,12.74,N,N,MBA
Tomwhitney,5434,  5434 Tomwhitney (1989 ES),20005434,2026-09-08 12:00:00,483235516.0089438,94819615.9846355,-8366753.991013346,-4.307132965060275,15.40955348856904,1.933332422248956,,,17.226,8.613,12.45,N,N,MBA
Kameoka,5435,  5435 Kameoka (1990 BS1),20005435,2026-09-08 12:00:00,385032448.831436,-285207047.2920693,-213571856.0172405,8.464387880154202,12.35007541151117,1.138522284337545,,,26.301,13.1505,11.93,N,N,MBA
Eumelos,5436,  5436 Eumelos (1990 DK),20005436,2026-09-08 12:00:00,-730022811.6106623,-153502355.1192183,-158308850.2454053,2.507313228624653,-12.30013560455101,-4.478440046969483,,,37.696,18.848,10.47,N,N,TJN
,5437,  5437 (1990 DU3),20005437,2026-09-08 12:00:00,294803188.444104,-105847121.0963725,-32419011.08129502,8.747003610677199,16.88074267802747,9.809907934577447,,,6.534,3.267,13.55,N,N,MBA
Lorre,5438,  5438 Lorre (1990 QJ),20005438,2026-09-08 12:00:00,351840277.7694026,-329660522.1323235,-57338722.25091933,10.5707343450524,5.014469986610693,9.370261178059236,,,28.072,14.036,11.80,N,N,MBA
Couturier,5439,  5439 Couturier (1990 RW),20005439,2026-09-08 12:00:00,-653596706.1205676,70777781.50091198,30070157.74928651,-0.05242956783071656,-12.09639288160586,-5.549505254108021,,,22.099,11.0495,11.93,N,N,OMB
Terao,5440,  5440 Terao (1991 HD),20005440,2026-09-08 12:00:00,-143002791.1779521,-230847418.4542235,-79759574.72703308,20.43504969429674,-9.33191898668669,-5.250997574521355,,,5.524,2.762,13.58,N,N,MBA
Andymurray,5441,  5441 Andymurray (1991 JZ1),20005441,2026-09-08 12:00:00,-92301516.56503423,458713312.9606711,146828186.03603,-15.29762917431073,-3.742943988723479,1.230939367376992,,,15.42,7.71,12.12,N,N,MBA
Drossart,5442,  5442 Drossart (1991 NH1),20005442,2026-09-08 12:00:00,371158834.465352,150013154.1470326,70446510.90808134,-6.778726838973983,15.6821263834498,7.272291211872544,,,7.436,3.718,13.11,N,N,MBA
Encrenaz,5443,  5443 Encrenaz (1991 NX1),20005443,2026-09-08 12:00:00,223112569.2940491,-276597236.8628821,-139125020.8945988,15.7634357269486,6.894923221859894,6.486236859849127,,,10.964,5.482,13.36,N,N,MBA
Gautier,5444,  5444 Gautier (1991 PM8),20005444,2026-09-08 12:00:00,-323173047.8736026,-20902590.26758403,-6001083.361319959,-1.35840632082837,-19.44300543383347,-8.172778501010326,,,4.994,2.497,14.01,N,N,MBA
Williwaw,5445,  5445 Williwaw (1991 PA12),20005445,2026-09-08 12:00:00,-294932957.685148,191123872.1961575,45025315.67586447,-7.231535632526211,-16.96999531415605,-7.798851898694792,,,8.797,4.3985,12.46,N,N,MBA
Heyler,5446,  5446 Heyler (1991 PB13),20005446,2026-09-08 12:00:00,454190035.2484599,15650676.85926673,-13465687.99772595,-2.514354407268646,15.93113504565427,6.87580498192037,,,18.883,9.4415,12.50,N,N,OMB
Lallement,5447,  5447 Lallement (1991 PO14),20005447,2026-09-08 12:00:00,27105984.84505241,-405395690.5128267,-259845006.3209947,15.88318439743075,0.1461999575714604,1.00203653356313,,,11.001,5.5005,12.59,N,N,MBA
Siebold,5448,  5448 Siebold (1992 SP),20005448,2026-09-08 12:00:00,-79260234.8672831,263422350.5833033,130775991.5473728,-20.07086664173276,-6.719082259819892,-4.651952871409238,,,6.406,3.203,12.92,N,N,MBA
,5449,  5449 (1992 US5),20005449,2026-09-08 12:00:00,-463851618.5706581,-141510213.8482884,-135295369.9912518,5.449122107484253,-12.46008119884535,-7.015339311030745,,,10.819,5.4095,12.69,N,N,MBA
Sokrates,5450,  5450 Sokrates (2780 P-L),20005450,2026-09-08 12:00:00,425868281.0202286,25256125.04833594,-14916114.13483116,-2.874533669239432,16.25688113451413,5.800662840670933,,,20.526,10.263,12.56,N,N,MBA
Plato,5451,  5451 Plato (4598 P-L),20005451,2026-09-08 12:00:00,-170335229.519707,350473443.8276984,165788612.5974709,-14.66470929456551,-7.074593156527932,-3.232539517946216,,,8.703,4.3515,14.33,N,N,MBA
,5452,  5452 (1937 NN),20005452,2026-09-08 12:00:00,-118677971.6205283,-202312766.0244746,-113204768.0557993,22.45882745918655,-10.51832264213078,-2.894239086975482,,,6.619,3.3095,13.02,N,N,MBA
Zakharchenya,5453,  5453 Zakharchenya (1975 VS5),20005453,2026-09-08 12:00:00,116025800.3716244,249464555.7311239,74442389.05444306,-20.82154985430899,9.452896367483152,3.477418783850478,,,4.606,2.303,13.92,N,N,MBA
Kojiki,5454,  5454 Kojiki (1977 EW5),20005454,2026-09-08 12:00:00,41486962.14781176,360653136.6607182,196933401.7634871,-18.79206533036941,2.638557603024095,0.5984655355687039,,,16.763,8.3815,12.67,N,N,MBA
Surkov,5455,  5455 Surkov (1978 RV5),20005455,2026-09-08 12:00:00,-106782501.2009137,288996589.7198876,146487280.7627923,-19.12897418462718,-3.533505751545076,-1.733885283372849,,,3.962,1.981,13.68,N,N,MBA
Merman,5456,  5456 Merman (1979 HH3),20005456,2026-09-08 12:00:00,-145075337.0089755,-279003627.4983376,-137364341.9966668,17.67072985781422,-7.366947666883904,-5.715253018890381,,,4.22,2.11,13.49,N,N,MBA
Queen's,5457,  5457 Queen's (1980 TW5),20005457,2026-09-08 12:00:00,-445060067.980015,-117442840.8027281,-84287205.62007132,5.408789031480856,-14.64381908179561,-5.931631698774424,,,20.553,10.2765,12.24,N,N,MBA
Aizman,5458,  5458 Aizman (1980 TB12),20005458,2026-09-08 12:00:00,102003295.8697867,437863158.4313312,142010697.298191,-16.20336682329878,4.360951606905309,-0.5272027327757413,,,18.135,9.0675,12.44,N,N,MBA
Saraburger,5459,  5459 Saraburger (1981 QP3),20005459,2026-09-08 12:00:00,258844758.3773377,329774731.6853237,133262593.5821106,-13.39230124591939,9.46682452735269,5.036808836543146,,,6.786,3.393,12.96,N,N,MBA
Tsenaat'a'i,5460,  5460 Tsenaat'a'i (1983 AW),20005460,2026-09-08 12:00:00,-263664591.4348669,109019494.9799197,35086770.26208343,-11.11611272967445,-18.79180732888009,-6.969681413479008,,,3.458,1.729,14.48,N,N,MBA
Autumn,5461,  5461 Autumn (1983 HB1),20005461,2026-09-08 12:00:00,-312878050.5223386,390178761.8639284,200880904.8344319,-11.48136020611125,-8.90933294062172,-0.4413198857198397,,,21.485,10.7425,11.90,N,N,MBA
,5462,  5462 (1984 SX5),20005462,2026-09-08 12:00:00,233606360.0746876,-250689783.0372702,-85849406.8876913,12.98375396232935,13.69325014515934,3.791067364181449,,,3.891,1.9455,13.99,N,N,MBA
Danwelcher,5463,  5463 Danwelcher (1985 TO),20005463,2026-09-08 12:00:00,98403076.31056416,300144311.9950182,154115802.3442647,-17.30594226769756,6.785483306089014,3.574662538955361,,,5.0,2.5,13.60,N,N,MBA
Weller,5464,  5464 Weller (1985 VC1),20005464,2026-09-08 12:00:00,-440520738.9504682,7945103.30590423,83622523.97014016,-3.969319770719713,-13.13195646359475,-8.443652327076528,,,9.731,4.8655,12.68,N,N,MBA
Chumakov,5465,  5465 Chumakov (1986 RF13),20005465,2026-09-08 12:00:00,416497590.207764,38991337.32404079,-5219274.818657248,-0.5160485983967695,16.868887649263,6.715094841312069,,,7.738,3.869,12.77,N,N,MBA
Makibi,5466,  5466 Makibi (1986 WP8),20005466,2026-09-08 12:00:00,-409593713.6145331,65872838.88330878,33971191.34705953,-4.958569361450788,-16.8560144235135,-6.568222700540285,,,8.878,4.439,13.11,N,N,MBA
,5467,  5467 (1988 AG),20005467,2026-09-08 12:00:00,-354909979.5818894,-160420887.7405786,-121446953.6652194,6.182665479653203,-14.85564714773857,-8.749795027394345,,,10.351,5.1755,13.01,N,N,MBA
Hamatonbetsu,5468,  5468 Hamatonbetsu (1988 BK),20005468,2026-09-08 12:00:00,11407961.62099888,437220338.9050429,114581014.9725405,-16.15938213227726,-3.700464520702645,1.494712971863125,,,23.936,11.968,12.45,N,N,MBA
,5469,  5469 (1988 BK4),20005469,2026-09-08 12:00:00,-300746509.5699798,281108689.0204788,98441030.3000097,-14.01353605217554,-12.00319971590213,1.176125418563566,,,14.773,7.3865,13.46,N,N,MBA
Kurtlindstrom,5470,  5470 Kurtlindstrom (1988 BK5),20005470,2026-09-08 12:00:00,344140552.8014947,153456583.8921163,215320917.4110614,-11.75364988239772,13.02574810265721,5.003801930432471,,,13.801,6.9005,13.20,N,N,MBA
Tunguska,5471,  5471 Tunguska (1988 PK1),20005471,2026-09-08 12:00:00,31048568.0936418,446223474.8505106,169832553.1189206,-15.80605790834065,2.082596177019645,-1.830699850765332,,,15.954,7.977,11.69,N,N,MBA
,5472,  5472 (1988 RR),20005472,2026-09-08 12:00:00,273388580.6964168,137122311.2482623,60980924.57826793,-8.992201134115417,17.61243518387567,8.260539698415837,,,3.931,1.9655,14.20,N,N,MBA
