spkid,full_name,pdes,name,kind,neo,pha,class,H,diameter_km,gm_km3_s2
20056004, 56004 (1998 SO161),56004,,an,N,N,MBA,16.44,,
20056005, 56005 (1998 SK169),56005,,an,N,N,MBA,14.98,,
20056006, 56006 (1998 TJ13),56006,,an,N,N,MBA,15.36,2.401,
20056007, 56007 (1998 TP14),56007,,an,N,N,MBA,16.56,,
20056008, 56008 (1998 TL20),56008,,an,N,N,MBA,16.72,,
20056009, 56009 (1998 TZ33),56009,,an,N,N,MBA,16.50,,
20056010, 56010 (1998 UJ8),56010,,an,N,N,MBA,15.54,5.047,
20056011, 56011 Sarahantier (1998 UJ16),56011,Sarahantier,an,N,N,MBA,14.74,,
20056012, 56012 (1998 UE19),56012,,an,N,N,MBA,16.10,,
20056013, 56013 (1998 UB21),56013,,an,N,N,MBA,15.21,2.662,
20056014, 56014 (1998 UO25),56014,,an,N,N,MBA,16.49,,
20056015, 56015 (1998 UH26),56015,,an,N,N,MBA,16.22,1.584,
20056016, 56016 (1998 UO36),56016,,an,N,N,MBA,16.02,,
20056017, 56017 (1998 VC4),56017,,an,N,N,MBA,16.00,1.750,
20056018, 56018 Yujawang (1998 VH4),56018,Yujawang,an,N,N,MBA,16.14,1.371,
20056019, 56019 (1998 VS4),56019,,an,N,N,MBA,16.28,1.682,
20056020, 56020 (1998 VW10),56020,,an,N,N,MBA,16.62,,
20056021, 56021 (1998 VD16),56021,,an,N,N,MBA,16.16,,
20056022, 56022 (1998 VL23),56022,,an,N,N,MBA,15.96,1.977,
20056023, 56023 (1998 VX28),56023,,an,N,N,MBA,15.79,,
20056024, 56024 (1998 VA30),56024,,an,N,N,MBA,15.58,,
20056025, 56025 (1998 VW30),56025,,an,N,N,MBA,15.88,,
20056026, 56026 (1998 VN52),56026,,an,N,N,MBA,14.61,,
20056027, 56027 (1998 WG1),56027,,an,N,N,MBA,15.22,2.678,
20056028, 56028 (1998 WA14),56028,,an,N,N,MBA,15.96,1.569,
20056029, 56029 (1998 WZ15),56029,,an,N,N,MBA,15.90,1.632,
20056030, 56030 (1998 WH16),56030,,an,N,N,MBA,16.14,,
20056031, 56031 (1998 WO18),56031,,an,N,N,MBA,15.23,,
20056032, 56032 (1998 WX18),56032,,an,N,N,MBA,16.12,,
20056033, 56033 (1998 WF19),56033,,an,N,N,MBA,15.61,2.602,
20056034, 56034 (1998 WS19),56034,,an,N,N,MBA,14.59,3.024,
20056035, 56035 (1998 WV20),56035,,an,N,N,MBA,15.56,1.827,
20056036, 56036 (1998 WH31),56036,,an,N,N,MBA,15.07,,
20056037, 56037 (1998 WF32),56037,,an,N,N,MBA,15.96,,
20056038, 56038 Jackmapanje (1998 XC3),56038,Jackmapanje,an,N,N,MBA,15.47,2.092,
20056039, 56039 (1998 XO3),56039,,an,N,N,MBA,15.36,2.476,
20056040, 56040 (1998 XP3),56040,,an,N,N,MBA,16.41,2.011,
20056041, 56041 Luciendumont (1998 XO4),56041,Luciendumont,an,N,N,MBA,15.41,,
20056042, 56042 (1998 XW10),56042,,an,N,N,MBA,14.32,3.593,
20056043, 56043 (1998 XQ11),56043,,an,N,N,MBA,15.71,2.800,
20056044, 56044 (1998 XU17),56044,,an,N,N,MBA,15.65,2.020,
20056045, 56045 (1998 XD21),56045,,an,N,N,MBA,14.84,3.020,
20056046, 56046 (1998 XC26),56046,,an,N,N,MBA,14.35,5.070,
20056047, 56047 (1998 XK36),56047,,an,N,N,MBA,16.20,,
20056048, 56048 (1998 XV39),56048,,an,N,N,MBA,15.26,2.404,
20056049, 56049 (1998 XA44),56049,,an,N,N,MBA,15.17,2.884,
20056050, 56050 (1998 XG45),56050,,an,N,N,MBA,15.41,1.965,
20056051, 56051 (1998 XF50),56051,,an,N,N,MBA,15.52,,
20056052, 56052 (1998 XN50),56052,,an,N,N,MBA,15.35,,
20056053, 56053 (1998 XG52),56053,,an,N,N,MBA,16.25,,
20056054, 56054 (1998 XR52),56054,,an,N,N,MBA,15.74,1.797,
20056055, 56055 (1998 XB54),56055,,an,N,N,MBA,15.17,1.929,
20056056, 56056 (1998 XP58),56056,,an,N,N,MBA,14.73,3.059,
20056057, 56057 (1998 XZ59),56057,,an,N,N,MBA,15.88,,
20056058, 56058 (1998 XL62),56058,,an,N,N,MBA,14.79,2.883,
20056059, 56059 (1998 XE64),56059,,an,N,N,MBA,15.47,2.355,
20056060, 56060 (1998 XT70),56060,,an,N,N,MBA,15.55,2.023,
20056061, 56061 (1998 XY90),56061,,an,N,N,MBA,15.70,1.805,
20056062, 56062 (1998 XD91),56062,,an,N,N,MBA,15.13,2.337,
20056063, 56063 (1998 XM93),56063,,an,N,N,MBA,14.10,4.736,
20056064, 56064 (1998 XW93),56064,,an,N,N,MBA,15.48,,
20056065, 56065 (1998 XB97),56065,,an,N,N,MBA,16.27,,
20056066, 56066 (1998 YA),56066,,an,N,N,MBA,15.51,2.421,
20056067, 56067 Argerich (1998 YH2),56067,Argerich,an,N,N,MBA,14.14,,
20056068, 56068 (1998 YQ2),56068,,an,N,N,MBA,15.66,2.023,
20056069, 56069 (1998 YL5),56069,,an,N,N,MBA,15.55,1.906,
20056070, 56070 (1998 YQ5),56070,,an,N,N,MBA,14.97,2.537,
20056071, 56071 (1998 YF6),56071,,an,N,N,MBA,15.05,2.415,
20056072, 56072 (1998 YK8),56072,,an,N,N,MBA,15.18,1.574,
20056073, 56073 Poggianti (1998 YO10),56073,Poggianti,an,N,N,MBA,16.02,,
20056074, 56074 (1998 YG18),56074,,an,N,N,MBA,16.03,1.613,
20056075, 56075 (1998 YV21),56075,,an,N,N,MBA,14.00,4.688,
20056076, 56076 (1998 YV29),56076,,an,N,N,MBA,14.59,,
20056077, 56077 (1998 YD32),56077,,an,N,N,MBA,14.68,2.749,
20056078, 56078 (1999 AT),56078,,an,N,N,MBA,15.44,,
20056079, 56079 (1999 AS2),56079,,an,N,N,MBA,14.16,,
20056080, 56080 (1999 AN3),56080,,an,N,N,MBA,14.89,2.800,
20056081, 56081 (1999 AU8),56081,,an,N,N,MBA,15.44,3.915,
20056082, 56082 (1999 AK9),56082,,an,N,N,MBA,16.39,,
20056083, 56083 (1999 AQ16),56083,,an,N,N,MBA,15.77,,
20056084, 56084 (1999 AN19),56084,,an,N,N,MBA,15.18,,
20056085, 56085 (1999 AV19),56085,,an,N,N,MBA,15.52,,
20056086, 56086 (1999 AA21),56086,,an,N,N,MBA,13.33,5.240,
20056087, 56087 (1999 AH22),56087,,an,N,N,MBA,15.46,2.052,
20056088, 56088 Wuheng (1999 AZ23),56088,Wuheng,an,N,N,MBA,14.24,4.571,
20056089, 56089 (1999 AY25),56089,,an,N,N,MBA,16.09,,
20056090, 56090 (1999 BE),56090,,an,N,N,MBA,14.85,2.204,
20056091, 56091 (1999 BJ),56091,,an,N,N,MBA,15.17,2.244,
20056092, 56092 (1999 BK),56092,,an,N,N,MBA,14.78,6.989,
20056093, 56093 (1999 BM5),56093,,an,N,N,MBA,15.24,2.345,
20056094, 56094 (1999 BW5),56094,,an,N,N,MBA,15.49,,
20056095, 56095 Buniatishvili (1999 BL6),56095,Buniatishvili,an,N,N,MBA,14.38,4.206,
20056096, 56096 (1999 BA9),56096,,an,N,N,MBA,14.33,3.888,
20056097, 56097 (1999 BC12),56097,,an,N,N,MBA,15.17,1.847,
20056098, 56098 (1999 BE13),56098,,an,N,N,MBA,15.50,,
20056099, 56099 (1999 BL13),56099,,an,N,N,MBA,14.50,,
20056100, 56100 Luisapolli (1999 BM14),56100,Luisapolli,an,N,N,MBA,15.10,6.224,
20056101, 56101 (1999 BW14),56101,,an,N,N,MBA,16.05,4.282,
20056102, 56102 (1999 BD15),56102,,an,N,N,MBA,15.87,1.762,
20056103, 56103 (1999 BU19),56103,,an,N,N,MBA,14.36,4.414,
20056104, 56104 (1999 BA20),56104,,an,N,N,MBA,15.19,5.681,
20056105, 56105 (1999 BB20),56105,,an,N,N,MBA,15.02,,
20056106, 56106 (1999 BG24),56106,,an,N,N,MBA,14.90,3.074,
20056107, 56107 (1999 BT25),56107,,an,N,N,MBA,15.14,,
20056108, 56108 (1999 BN26),56108,,an,N,N,MBA,15.09,,
20056109, 56109 (1999 BB32),56109,,an,N,N,MBA,16.10,,
20056110, 56110 (1999 CO1),56110,,an,N,N,MBA,15.95,2.861,
20056111, 56111 (1999 CO2),56111,,an,N,N,MBA,13.95,5.185,
20056112, 56112 (1999 CK5),56112,,an,N,N,MBA,14.48,5.788,
20056113, 56113 (1999 CQ5),56113,,an,N,N,MBA,14.87,2.705,
20056114, 56114 (1999 CA6),56114,,an,N,N,MBA,14.68,3.009,
20056115, 56115 (1999 CN7),56115,,an,N,N,MBA,14.58,7.087,
20056116, 56116 (1999 CZ7),56116,,an,N,N,MCA,13.73,4.975,
20056117, 56117 (1999 CC9),56117,,an,N,N,MBA,13.94,5.559,
20056118, 56118 (1999 CF14),56118,,an,N,N,MBA,15.02,4.379,
20056119, 56119 (1999 CZ18),56119,,an,N,N,MBA,14.60,,
20056120, 56120 (1999 CL19),56120,,an,N,N,MBA,15.35,2.104,
20056121, 56121 (1999 CB20),56121,,an,N,N,MBA,14.92,6.039,
20056122, 56122 (1999 CS20),56122,,an,N,N,MBA,14.99,,
20056123, 56123 (1999 CR23),56123,,an,N,N,MBA,15.14,,
20056124, 56124 (1999 CH24),56124,,an,N,N,MBA,15.02,3.851,
20056125, 56125 (1999 CC25),56125,,an,N,N,MBA,15.54,2.627,
20056126, 56126 (1999 CT31),56126,,an,N,N,MBA,15.21,2.192,
20056127, 56127 (1999 CC34),56127,,an,N,N,MBA,15.65,2.456,
20056128, 56128 (1999 CX37),56128,,an,N,N,MBA,15.21,,
20056129, 56129 (1999 CH43),56129,,an,N,N,MBA,15.04,,
20056130, 56130 (1999 CM45),56130,,an,N,N,MBA,14.92,3.257,
20056131, 56131 (1999 CY48),56131,,an,N,N,MBA,14.35,3.813,
20056132, 56132 (1999 CO49),56132,,an,N,N,MBA,13.93,8.331,
20056133, 56133 (1999 CX51),56133,,an,N,N,MBA,15.30,,
20056134, 56134 (1999 CJ53),56134,,an,N,N,MBA,15.06,3.473,
20056135, 56135 (1999 CJ55),56135,,an,N,N,MBA,15.79,,
20056136, 56136 (1999 CK55),56136,,an,N,N,MBA,14.99,4.149,
20056137, 56137 (1999 CW55),56137,,an,N,N,MBA,14.02,4.450,
20056138, 56138 (1999 CY56),56138,,an,N,N,MBA,14.59,5.912,
20056139, 56139 (1999 CV58),56139,,an,N,N,MBA,15.43,,
20056140, 56140 (1999 CN62),56140,,an,N,N,MBA,15.13,,
20056141, 56141 (1999 CR76),56141,,an,N,N,MBA,14.77,,
20056142, 56142 (1999 CZ77),56142,,an,N,N,MBA,14.49,6.204,
20056143, 56143 (1999 CO82),56143,,an,N,N,MBA,14.71,2.784,
20056144, 56144 (1999 CB83),56144,,an,N,N,MBA,14.36,3.743,
20056145, 56145 (1999 CN84),56145,,an,N,N,MBA,15.30,,
20056146, 56146 (1999 CR85),56146,,an,N,N,MBA,14.90,2.106,
20056147, 56147 (1999 CV85),56147,,an,N,N,MBA,15.62,1.831,
20056148, 56148 (1999 CP93),56148,,an,N,N,MBA,15.70,2.173,
20056149, 56149 (1999 CP98),56149,,an,N,N,MBA,15.31,2.252,
20056150, 56150 (1999 CT103),56150,,an,N,N,MBA,15.32,4.678,
20056151, 56151 (1999 CX104),56151,,an,N,N,MBA,14.81,6.330,
20056152, 56152 (1999 CK106),56152,,an,N,N,MBA,14.46,,
20056153, 56153 (1999 CT114),56153,,an,N,N,MBA,15.13,,
20056154, 56154 (1999 CU119),56154,,an,N,N,MBA,13.86,5.562,
20056155, 56155 (1999 CY119),56155,,an,N,N,MBA,14.50,6.855,
20056156, 56156 (1999 CG123),56156,,an,N,N,MBA,15.45,2.053,
20056157, 56157 (1999 CG135),56157,,an,N,N,MBA,14.91,3.067,
20056158, 56158 (1999 CG138),56158,,an,N,N,MBA,15.67,,
20056159, 56159 (1999 CK147),56159,,an,N,N,MBA,14.91,,
20056160, 56160 (1999 CY150),56160,,an,N,N,MBA,14.23,8.729,
20056161, 56161 (1999 CG158),56161,,an,N,N,MBA,14.96,6.811,
20056162, 56162 (1999 DX2),56162,,an,N,N,MBA,14.28,3.528,
20056163, 56163 (1999 DE3),56163,,an,N,N,MBA,15.98,,
20056164, 56164 (1999 DW7),56164,,an,N,N,MBA,14.63,,
20056165, 56165 (1999 EZ2),56165,,an,N,N,MBA,15.11,6.926,
20056166, 56166 (1999 ER6),56166,,an,N,N,MBA,16.17,,
20056167, 56167 (1999 EU11),56167,,an,N,N,MBA,14.94,,
20056168, 56168 (1999 FS5),56168,,an,N,N,MBA,14.93,,
20056169, 56169 (1999 FU5),56169,,an,N,N,MBA,14.93,,
20056170, 56170 Rolandovillazon (1999 FK6),56170,Rolandovillazon,an,N,N,MBA,14.94,,
20056171, 56171 (1999 FR6),56171,,an,N,N,MBA,15.48,,
20056172, 56172 Veroniquesanson (1999 FD7),56172,Veroniquesanson,an,N,N,MBA,14.45,7.653,
20056173, 56173 (1999 FV9),56173,,an,N,N,MBA,14.57,,
20056174, 56174 (1999 FQ13),56174,,an,N,N,MBA,15.43,,
20056175, 56175 (1999 FY24),56175,,an,N,N,MBA,14.59,,
20056176, 56176 (1999 FK25),56176,,an,N,N,MBA,14.35,7.449,
20056177, 56177 (1999 FU25),56177,,an,N,N,MBA,15.29,,
20056178, 56178 (1999 FQ26),56178,,an,N,N,MBA,15.08,,
20056179, 56179 (1999 FS26),56179,,an,N,N,MBA,15.43,4.579,
20056180, 56180 (1999 FJ29),56180,,an,N,N,MBA,15.49,,
20056181, 56181 (1999 FU29),56181,,an,N,N,MBA,14.77,6.591,
20056182, 56182 (1999 FE31),56182,,an,N,N,MBA,14.18,,
20056183, 56183 (1999 FF34),56183,,an,N,N,MBA,14.95,,
20056184, 56184 (1999 FB35),56184,,an,N,N,MBA,14.44,,
20056185, 56185 (1999 FJ35),56185,,an,N,N,MBA,14.46,3.441,
20056186, 56186 (1999 FW36),56186,,an,N,N,MBA,14.65,7.494,
20056187, 56187 (1999 FR39),56187,,an,N,N,MBA,16.07,1.469,
20056188, 56188 (1999 FA40),56188,,an,N,N,MBA,15.18,,
20056189, 56189 (1999 FS44),56189,,an,N,N,MBA,14.55,4.374,
20056190, 56190 (1999 FQ47),56190,,an,N,N,MBA,13.50,11.309,
20056191, 56191 (1999 FP49),56191,,an,N,N,MBA,14.01,8.889,
20056192, 56192 (1999 FD59),56192,,an,N,N,MBA,15.16,3.655,
20056193, 56193 (1999 GN1),56193,,an,N,N,MBA,14.96,,
20056194, 56194 (1999 GV5),56194,,an,N,N,MBA,14.78,,
20056195, 56195 (1999 GX6),56195,,an,N,N,MBA,13.97,9.069,
20056196, 56196 (1999 GF7),56196,,an,N,N,MBA,14.43,3.181,
20056197, 56197 (1999 GF8),56197,,an,N,N,MBA,14.22,7.926,
20056198, 56198 (1999 GB9),56198,,an,N,N,MBA,14.41,,
20056199, 56199 (1999 GG11),56199,,an,N,N,MBA,14.82,,
20056200, 56200 (1999 GU16),56200,,an,N,N,MBA,13.83,5.542,
20056201, 56201 (1999 GD17),56201,,an,N,N,MBA,14.88,5.745,
20056202, 56202 (1999 GA19),56202,,an,N,N,MBA,13.66,4.542,
20056203, 56203 (1999 GU20),56203,,an,N,N,MBA,13.93,4.858,
20056204, 56204 (1999 GQ22),56204,,an,N,N,MBA,15.15,,
20056205, 56205 (1999 GX23),56205,,an,N,N,MBA,14.33,3.219,
20056206, 56206 (1999 GU34),56206,,an,N,N,MBA,15.41,4.552,
20056207, 56207 (1999 GU35),56207,,an,N,N,MBA,14.18,4.073,
20056208, 56208 (1999 GY35),56208,,an,N,N,MBA,13.83,6.167,
20056209, 56209 (1999 GB37),56209,,an,N,N,MBA,14.44,,
20056210, 56210 (1999 GX41),56210,,an,N,N,MBA,15.25,,
20056211, 56211 (1999 GG43),56211,,an,N,N,MBA,14.57,7.574,
20056212, 56212 (1999 GJ45),56212,,an,N,N,MBA,14.18,4.634,
20056213, 56213 (1999 GW50),56213,,an,N,N,MBA,14.45,,
20056214, 56214 (1999 GC61),56214,,an,N,N,MBA,15.74,,
20056215, 56215 (1999 HH),56215,,an,N,N,MBA,14.14,5.539,
20056216, 56216 (1999 HJ2),56216,,an,N,N,MBA,14.77,,
20056217, 56217 (1999 HH3),56217,,an,N,N,MBA,14.38,4.394,
20056218, 56218 (1999 HP4),56218,,an,N,N,MBA,14.51,3.232,
20056219, 56219 (1999 HP6),56219,,an,N,N,MBA,14.53,3.650,
20056220, 56220 (1999 HC11),56220,,an,N,N,MBA,13.64,,
20056221, 56221 (1999 JK7),56221,,an,N,N,MBA,14.25,4.277,
20056222, 56222 (1999 JF9),56222,,an,N,N,MBA,14.66,,
20056223, 56223 (1999 JP10),56223,,an,N,N,MBA,15.06,,
20056224, 56224 (1999 JE12),56224,,an,N,N,MBA,14.24,4.865,
20056225, 56225 (1999 JL19),56225,,an,N,N,MBA,15.29,,
20056226, 56226 (1999 JQ23),56226,,an,N,N,MBA,14.53,5.684,
20056227, 56227 (1999 JT23),56227,,an,N,N,MBA,14.38,7.295,
20056228, 56228 (1999 JX24),56228,,an,N,N,MBA,14.90,,
20056229, 56229 (1999 JY27),56229,,an,N,N,MBA,15.56,,
20056230, 56230 (1999 JJ28),56230,,an,N,N,MBA,15.54,,
20056231, 56231 (1999 JZ30),56231,,an,N,N,MBA,14.42,,
20056232, 56232 (1999 JM31),56232,,an,N,N,MBA,15.37,,
20056233, 56233 (1999 JK42),56233,,an,N,N,MBA,14.21,5.317,
20056234, 56234 (1999 JL42),56234,,an,N,N,MBA,14.55,3.547,
20056235, 56235 (1999 JX43),56235,,an,N,N,MBA,14.55,3.948,
20056236, 56236 (1999 JP44),56236,,an,N,N,MBA,15.06,,
20056237, 56237 (1999 JB45),56237,,an,N,N,MBA,14.86,,
20056238, 56238 (1999 JA46),56238,,an,N,N,MBA,15.07,,
20056239, 56239 (1999 JO46),56239,,an,N,N,MBA,14.57,4.028,
20056240, 56240 (1999 JV51),56240,,an,N,N,MBA,14.27,4.127,
20056241, 56241 (1999 JU53),56241,,an,N,N,MBA,14.11,4.598,
20056242, 56242 (1999 JZ55),56242,,an,N,N,MBA,15.39,,
20056243, 56243 (1999 JZ60),56243,,an,N,N,OMB,14.00,8.760,
20056244, 56244 (1999 JH62),56244,,an,N,N,MBA,15.04,3.399,
20056245, 56245 (1999 JZ69),56245,,an,N,N,MBA,14.74,,
20056246, 56246 (1999 JK72),56246,,an,N,N,MBA,15.81,4.235,
20056247, 56247 (1999 JZ72),56247,,an,N,N,MBA,15.86,,
20056248, 56248 (1999 JQ74),56248,,an,N,N,MBA,15.25,,
20056249, 56249 (1999 JS74),56249,,an,N,N,MBA,14.10,9.538,
20056250, 56250 (1999 JE76),56250,,an,N,N,MBA,14.85,3.024,
20056251, 56251 (1999 JR77),56251,,an,N,N,MBA,13.97,4.527,
20056252, 56252 (1999 JF78),56252,,an,N,N,MBA,14.65,,
20056253, 56253 (1999 JH79),56253,,an,N,N,MBA,14.48,4.310,
20056254, 56254 (1999 JO81),56254,,an,N,N,MBA,14.31,3.380,
20056255, 56255 (1999 JV81),56255,,an,N,N,MBA,14.77,,
20056256, 56256 (1999 JO82),56256,,an,N,N,MBA,14.54,6.004,
20056257, 56257 (1999 JZ82),56257,,an,N,N,MBA,14.60,7.245,
20056258, 56258 (1999 JH83),56258,,an,N,N,MBA,14.53,3.919,
20056259, 56259 (1999 JY86),56259,,an,N,N,MBA,15.19,4.947,
20056260, 56260 (1999 JL87),56260,,an,N,N,MBA,14.57,4.065,
20056261, 56261 (1999 JT87),56261,,an,N,N,MBA,15.06,6.356,
20056262, 56262 (1999 JE89),56262,,an,N,N,MBA,13.98,4.098,
20056263, 56263 (1999 JF95),56263,,an,N,N,MBA,14.32,6.835,
20056264, 56264 (1999 JV95),56264,,an,N,N,MBA,14.53,,
20056265, 56265 (1999 JD96),56265,,an,N,N,MBA,14.66,7.528,
20056266, 56266 (1999 JJ97),56266,,an,N,N,MBA,14.14,5.271,
20056267, 56267 (1999 JW97),56267,,an,N,N,MBA,14.49,3.295,
20056268, 56268 (1999 JN98),56268,,an,N,N,MBA,14.94,,
20056269, 56269 (1999 JB100),56269,,an,N,N,MBA,14.92,,
20056270, 56270 (1999 JD100),56270,,an,N,N,MBA,14.39,4.080,
20056271, 56271 (1999 JK102),56271,,an,N,N,MBA,14.98,,
20056272, 56272 (1999 JS103),56272,,an,N,N,MBA,14.32,5.360,
20056273, 56273 (1999 JZ103),56273,,an,N,N,MBA,14.61,5.022,
20056274, 56274 (1999 JM104),56274,,an,N,N,MBA,14.56,,
20056275, 56275 (1999 JK117),56275,,an,N,N,MBA,14.80,5.919,
20056276, 56276 (1999 JY123),56276,,an,N,N,MBA,14.45,,
20056277, 56277 (1999 JU129),56277,,an,N,N,MBA,15.49,,
20056278, 56278 (1999 KB),56278,,an,N,N,MBA,14.20,5.856,
20056279, 56279 (1999 KD1),56279,,an,N,N,MBA,15.21,5.326,
20056280, 56280 Asemo (1999 KS5),56280,Asemo,an,N,N,MBA,14.22,4.055,
20056281, 56281 (1999 KQ7),56281,,an,N,N,MBA,14.72,,
20056282, 56282 (1999 KU13),56282,,an,N,N,MBA,14.44,,
20056283, 56283 (1999 LU1),56283,,an,N,N,MBA,13.57,3.815,
20056284, 56284 (1999 LA2),56284,,an,N,N,MBA,14.23,,
20056285, 56285 (1999 LJ3),56285,,an,N,N,MBA,15.47,3.322,
20056286, 56286 (1999 LG9),56286,,an,N,N,MBA,13.36,11.232,
20056287, 56287 (1999 LM10),56287,,an,N,N,MBA,14.39,3.724,
20056288, 56288 (1999 LS11),56288,,an,N,N,MBA,14.79,,
20056289, 56289 (1999 LM26),56289,,an,N,N,MBA,14.59,2.598,
20056290, 56290 (1999 LX32),56290,,an,N,N,MBA,14.56,7.695,
20056291, 56291 (1999 NG3),56291,,an,N,N,MBA,15.02,,
20056292, 56292 (1999 NK40),56292,,an,N,N,MBA,14.80,,
20056293, 56293 (1999 NH44),56293,,an,N,N,MBA,14.84,,
20056294, 56294 (1999 NF47),56294,,an,N,N,MBA,13.98,5.849,
20056295, 56295 (1999 NB54),56295,,an,N,N,MBA,15.02,2.867,
20056296, 56296 (1999 RU39),56296,,an,N,N,MBA,14.77,2.823,
20056297, 56297 (1999 RT42),56297,,an,N,N,OMB,13.46,12.809,
20056298, 56298 (1999 RO46),56298,,an,N,N,MBA,13.86,,
20056299, 56299 (1999 RT47),56299,,an,N,N,MBA,13.69,10.547,
20056300, 56300 (1999 RB60),56300,,an,N,N,MBA,14.77,6.913,
20056301, 56301 (1999 RP60),56301,,an,N,N,MBA,14.29,8.676,
20056302, 56302 (1999 RW69),56302,,an,N,N,MBA,15.70,,
20056303, 56303 (1999 RW98),56303,,an,N,N,MBA,13.67,10.444,
20056304, 56304 (1999 RB119),56304,,an,N,N,MBA,13.51,10.540,
20056305, 56305 (1999 RX119),56305,,an,N,N,MBA,14.54,8.011,
20056306, 56306 (1999 RL125),56306,,an,N,N,MBA,13.48,10.626,
20056307, 56307 (1999 RY125),56307,,an,N,N,MBA,13.64,5.733,
20056308, 56308 (1999 RH132),56308,,an,N,N,MBA,15.09,,
20056309, 56309 (1999 RW140),56309,,an,N,N,MBA,15.89,,
20056310, 56310 (1999 RE151),56310,,an,N,N,MBA,15.09,5.105,
20056311, 56311 (1999 RA221),56311,,an,N,N,MBA,16.67,,
20056312, 56312 (1999 RM224),56312,,an,N,N,OMB,13.57,,
20056313, 56313 (1999 SV14),56313,,an,N,N,MBA,13.66,9.605,
20056314, 56314 (1999 TZ97),56314,,an,N,N,MBA,13.35,9.304,
20056315, 56315 (1999 TH121),56315,,an,N,N,MBA,15.65,,
20056316, 56316 (1999 TA227),56316,,an,N,N,MBA,15.79,,
20056317, 56317 (1999 TJ232),56317,,an,N,N,MBA,13.73,6.151,
20056318, 56318 (1999 UR3),56318,,an,N,N,IMB,15.51,,
20056319, 56319 (1999 UM10),56319,,an,N,N,IMB,15.76,,
20056320, 56320 (1999 VB49),56320,,an,N,N,MBA,16.05,,
20056321, 56321 (1999 VB53),56321,,an,N,N,IMB,14.56,3.113,
20056322, 56322 (1999 VH68),56322,,an,N,N,MBA,16.18,,
20056323, 56323 (1999 VE82),56323,,an,N,N,MBA,13.37,13.391,
20056324, 56324 (1999 VY175),56324,,an,N,N,MBA,13.13,,
20056325, 56325 (1999 VT179),56325,,an,N,N,MBA,13.20,11.635,
20056326, 56326 (1999 VV203),56326,,an,N,N,OMB,12.24,19.019,
20056327, 56327 (1999 VH215),56327,,an,N,N,MBA,13.88,9.702,
20056328, 56328 (1999 WE),56328,,an,N,N,IMB,16.12,,
20056329, 56329 Tarxien (1999 WO1),56329,Tarxien,an,N,N,MBA,16.53,,
20056330, 56330 (1999 XS12),56330,,an,N,N,MBA,15.30,,
20056331, 56331 (1999 XD33),56331,,an,N,N,MBA,14.70,5.169,
20056332, 56332 (1999 XR34),56332,,an,N,N,MBA,15.62,1.980,
20056333, 56333 (1999 XU100),56333,,an,N,N,MBA,15.36,6.690,
20056334, 56334 (1999 XN101),56334,,an,N,N,IMB,15.83,,
20056335, 56335 (1999 XO111),56335,,an,N,N,MBA,13.82,,
20056336, 56336 (1999 XL126),56336,,an,N,N,MBA,15.46,,
20056337, 56337 (1999 XG136),56337,,an,N,N,IMB,15.38,,
20056338, 56338 (1999 XS162),56338,,an,N,N,IMB,15.81,2.022,
20056339, 56339 (1999 XV169),56339,,an,N,N,MBA,15.90,,
20056340, 56340 (1999 XE176),56340,,an,N,N,MBA,14.68,2.791,
20056341, 56341 (1999 XS221),56341,,an,N,N,OMB,13.75,12.354,
20056342, 56342 (1999 XW238),56342,,an,N,N,MBA,16.39,,
20056343, 56343 (1999 YG),56343,,an,N,N,IMB,15.29,,
20056344, 56344 (1999 YV17),56344,,an,N,N,IMB,16.10,,
20056345, 56345 (2000 AN41),56345,,an,N,N,MBA,15.59,2.041,
20056346, 56346 (2000 AK64),56346,,an,N,N,MBA,15.48,,
20056347, 56347 (2000 AU64),56347,,an,N,N,MBA,15.05,5.166,
20056348, 56348 (2000 AH69),56348,,an,N,N,MBA,15.90,2.026,
20056349, 56349 (2000 AZ90),56349,,an,N,N,MBA,15.46,,
20056350, 56350 (2000 AB92),56350,,an,N,N,MBA,14.58,6.158,
20056351, 56351 (2000 AN93),56351,,an,N,N,IMB,15.35,,
20056352, 56352 (2000 AR93),56352,,an,N,N,IMB,15.83,,
20056353, 56353 (2000 AB103),56353,,an,N,N,MBA,14.69,6.314,
20056354, 56354 (2000 AF129),56354,,an,N,N,MBA,15.59,2.294,
20056355, 56355 (2000 AX130),56355,,an,N,N,TJN,12.43,17.588,
20056356, 56356 (2000 AY138),56356,,an,N,N,MBA,14.33,3.324,
20056357, 56357 (2000 AS143),56357,,an,N,N,MBA,16.04,1.483,
20056358, 56358 (2000 AR201),56358,,an,N,N,IMB,15.88,,
20056359, 56359 (2000 AZ228),56359,,an,N,N,MBA,14.74,,
20056360, 56360 (2000 AP239),56360,,an,N,N,IMB,15.02,,
20056361, 56361 Marcomontagni (2000 CW1),56361,Marcomontagni,an,N,N,MBA,15.11,2.740,
20056362, 56362 (2000 CG56),56362,,an,N,N,MBA,15.82,1.843,
20056363, 56363 (2000 CP93),56363,,an,N,N,MBA,15.76,3.197,
20056364, 56364 (2000 CU116),56364,,an,N,N,MBA,15.90,,
20056365, 56365 (2000 DG54),56365,,an,N,N,MBA,16.24,3.699,
20056366, 56366 (2000 DO69),56366,,an,N,N,MBA,16.36,,
20056367, 56367 (2000 EF),56367,,an,N,N,MBA,15.06,6.393,
